calls_last_24h,calls_last_7d,avg_duration_seconds,ratio_missed_calls,is_in_contacts,label
5,81,192,0.770158211757096,1,0
14,32,519,0.8071555373648825,1,1
10,15,555,0.12020722912057624,0,0
4,41,573,0.2655828329586061,1,1
0,65,236,0.01755236336662891,0,1
7,54,445,0.2933086107805647,1,0
11,98,431,0.7731418739186715,0,1
11,41,563,0.5179605277125789,0,0
4,33,30,0.3480955931682881,1,0
6,29,563,0.3717392949063303,1,0
3,12,406,0.0013536257154681541,0,0
5,12,114,0.2998005275652359,1,0
12,17,201,0.6464587416379305,1,0
19,31,26,0.9741944438163571,1,0
14,95,129,0.8470608269838995,0,0
2,98,402,0.023594964645529126,1,1
7,38,434,0.8985606046748393,1,1
19,45,138,0.7831984132986259,1,0
15,28,139,0.7803761235709804,0,1
12,61,581,0.4579957590035715,1,1
17,92,569,0.3980052929545028,0,1
9,61,38,0.3029157288331926,1,1
18,56,106,0.06569485895436578,0,1
16,15,19,0.2282353634936991,1,1
18,55,251,0.24660363497802462,1,0
4,9,241,0.4840770697102016,0,1
8,29,293,0.747444406596694,0,1
11,24,209,0.4738098283979466,0,1
0,83,88,0.057844449447160606,1,1
0,4,182,0.9577898009882039,1,0
14,64,476,0.9427243190941123,1,0
1,93,590,0.7851895431484084,1,0
15,48,425,0.9913279015642206,0,0
7,2,458,0.5444823328002629,1,1
12,44,96,0.9627683502532061,1,0
0,13,110,0.07560504061675077,1,0
15,29,17,0.3656807482613713,1,0
6,67,209,0.22538126800676583,1,0
4,17,514,0.19583308413427003,1,1
2,61,96,0.14080294889267608,1,0
11,36,52,0.6224136415659967,0,1
15,24,394,0.7813218557473051,1,0
18,47,444,0.5782983994203607,1,1
4,64,417,0.14696270958820967,1,1
13,52,492,0.8111237699334709,1,0
4,78,26,0.6359547071637285,0,0
14,72,157,0.3881657061269955,0,0
16,14,286,0.674130295536063,0,0
13,48,241,0.25990497924283285,0,1
19,87,375,0.3451922084942105,0,1
4,67,237,0.9174858431319902,0,0
11,11,445,0.2905045056714204,1,0
15,58,408,0.4699882681579366,0,1
15,36,220,0.8901411373960146,0,0
6,60,400,0.7077213502675275,1,1
3,42,508,0.06220322616470275,0,0
0,69,549,0.14730304427897034,1,1
4,38,572,0.007841590771916818,1,1
9,55,500,0.6309217902291634,0,1
4,62,451,0.4476734254104183,1,1
3,45,270,0.13427485090227553,0,1
1,87,359,0.9579341210567704,0,0
19,10,361,0.5296597239456199,1,1
9,61,529,0.24189329411288918,1,0
18,76,329,0.5006035711547075,0,1
0,97,147,0.6796203327351078,1,1
4,24,559,0.07623921797356448,1,0
12,70,377,0.274703815047892,0,0
3,51,229,0.8069654908839936,0,0
15,3,346,0.45966487040266124,1,0
15,58,232,0.5465771420322949,0,1
1,71,369,0.43281600220946925,0,0
16,19,338,0.04389994264300512,0,1
19,92,472,0.16574977982015593,0,0
11,62,570,0.4455416387418909,0,0
17,53,391,0.20918546540792782,0,1
2,73,599,0.04997902865967874,0,1
0,97,178,0.8436496640518237,1,0
0,56,226,0.9811925291641158,0,1
18,89,387,0.7931428739967394,1,1
10,40,128,0.853784921704667,1,1
4,2,199,0.24197713031704537,1,1
11,5,379,0.9606269755131998,0,1
2,4,158,0.19692570445342839,0,1
0,4,497,0.9514298103618323,1,1
0,53,383,0.994819293965951,0,1
7,46,169,0.7117228057460487,1,0
9,86,360,0.9811437317918219,0,1
10,48,297,0.5695397795671037,0,0
11,8,297,0.25954178317609033,1,1
12,98,235,0.43699588566562086,1,1
11,19,532,0.593560935378786,1,1
13,60,531,0.07308156202701499,0,1
1,34,282,0.6223432646172461,1,0
18,49,411,0.9811778367622945,0,0
17,81,192,0.19010764978372763,0,1
2,61,497,0.7925951162883833,0,0
16,16,133,0.9078987937796194,1,1
7,87,423,0.9437015928202208,1,1
9,2,181,0.9601356044054472,1,0
1,31,297,0.5214596387214719,0,0
18,98,444,0.9773079079915037,0,1
8,12,122,0.7573102071344389,1,1
6,88,131,0.1616714362369619,0,0
3,72,553,0.47690010646797,0,1
17,67,231,0.718331175372004,1,0
12,13,48,0.24734031581908333,1,1
10,97,506,0.6406151835488874,1,1
3,10,242,0.6666004790466192,0,0
3,55,539,0.1626997438085659,0,0
9,66,158,0.5650853124527563,0,0
4,91,406,0.7716269109786077,0,1
8,28,311,0.4988956645359419,0,1
2,8,369,0.012103116776107425,1,1
16,66,247,0.009038469079292177,0,1
2,24,245,0.3570293439700122,0,0
15,97,212,0.926194068431782,0,1
3,75,265,0.22867677960360877,1,1
17,41,244,0.6343636888716871,1,1
16,8,354,0.22207587069332058,1,0
6,78,543,0.3216699896595486,0,1
4,39,475,0.848042089601484,1,1
11,24,550,0.7288614422699469,1,0
16,4,222,0.09539927731321063,1,1
12,10,472,0.4287020209864336,0,1
2,58,445,0.029169763645264468,1,0
8,97,292,0.480890146603009,0,1
16,87,571,0.6624340117010681,0,1
16,78,472,0.11850262359815156,1,1
19,37,416,0.28888493890916567,0,0
15,71,97,0.3978366255021569,1,1
12,4,53,0.9195310246560497,0,1
18,47,470,0.993255015422964,1,0
16,89,287,0.044911298995615856,1,0
3,17,430,0.761007923495392,1,1
11,69,362,0.37172406640234323,0,1
8,36,524,0.39245818622948003,1,1
18,59,28,0.7542649733470227,0,1
11,47,32,0.9184264321454086,1,0
8,76,422,0.9509285945025484,0,1
6,27,39,0.5771225860383208,0,0
13,68,117,0.3571211593005028,1,0
19,76,376,0.7875490858587793,1,1
18,80,290,0.25100138326230026,1,1
14,39,137,0.5640740288335178,1,0
15,44,238,0.35857846152487316,1,0
4,95,120,0.6566310737078761,0,1
2,61,145,0.2403989128935069,1,0
11,92,371,0.19159294573482577,1,1
19,57,195,0.9182390866754371,0,1
3,66,593,0.1018036829495369,1,0
15,55,138,0.5059579077349317,1,0
6,39,270,0.22085278296300892,0,1
12,97,524,0.03892996332566745,1,0
9,39,458,0.03601881829142639,1,1
6,90,113,0.17522177210582734,1,1
13,76,492,0.8667703545060003,0,1
4,32,233,0.28247874397702666,1,0
2,5,500,0.9504591705752957,0,1
10,87,482,0.5816222929891935,1,1
10,18,19,0.4366141897687661,0,1
17,79,414,0.5800888346694546,1,1
14,39,311,0.5166983852262678,0,1
11,91,240,0.7587762537573252,0,1
8,96,75,0.28249606597285226,0,1
9,58,121,0.3530503916003024,0,1
11,58,22,0.8940943025332507,0,1
16,47,402,0.9464565131504055,0,1
5,40,509,0.8925582274864745,1,1
6,12,243,0.4194479939573136,1,0
13,44,323,0.7803655030068817,0,1
12,88,575,0.4763357333010988,0,1
7,52,21,0.4975398521461022,0,1
9,41,218,0.20468010905728395,0,0
8,99,23,0.5911303032585165,1,1
17,62,427,0.18613589775334793,0,0
1,26,446,0.33156469906719377,1,1
4,37,386,0.8550302016199351,1,1
4,59,29,0.20707580921085522,0,0
5,6,596,0.07115828517343281,0,1
18,4,79,0.0690075926128163,1,0
7,44,220,0.9407845205031079,1,0
15,57,110,0.5069204379618346,0,1
12,30,141,0.40941207181701833,0,1
0,22,390,0.8108785810079184,0,1
19,41,141,0.835825927910516,1,1
16,9,29,0.3321910331156046,1,0
6,31,545,0.6936180574737952,0,0
12,52,236,0.7711228158518866,1,1
3,29,163,0.6546506868659545,1,0
3,38,478,0.15159507480009937,0,0
5,30,414,0.875883083517057,0,1
18,81,211,0.5390945527360087,1,0
11,99,47,0.2824724263700037,1,0
6,1,197,0.4252281854376939,0,1
9,77,66,0.03757109039890738,0,0
18,76,29,0.12786680122241756,0,1
6,92,282,0.7655467505158609,0,0
2,11,128,1.1634755366141114e-05,0,1
12,38,592,0.4165658284822922,1,0
12,65,525,0.5225101810855884,1,0
17,95,230,0.054634420000972295,1,1
19,12,535,0.9730781629723328,1,1
7,45,524,0.22612533124967193,0,1
8,26,345,0.30419871963628087,0,1
6,16,64,0.30394251225502733,0,0
0,94,509,0.2304166621173499,1,0
2,97,545,0.001473822086311416,1,0
12,59,171,0.7293447940879964,1,1
16,63,168,0.9668454997992854,0,0
0,87,197,0.22429348328504506,1,0
5,34,69,0.6630471918034224,0,1
5,69,328,0.7418963269587151,0,1
11,82,220,0.8484253790905247,0,0
12,29,415,0.4226291970136091,0,1
12,70,118,0.30293090564042924,0,0
14,73,85,0.3252951340230311,0,0
15,95,551,0.7126213330985128,1,1
10,97,323,0.816779466505636,0,0
4,62,126,0.18161396775660266,0,1
3,27,28,0.3709410081577652,1,1
2,59,441,0.90194019674915,0,0
18,78,359,0.8066935196947392,1,0
19,93,192,0.9848584027624758,1,0
17,36,122,0.7542482596820808,1,1
14,92,192,0.39319520102792227,0,0
8,21,490,0.5906378339946378,0,1
16,67,155,0.6610142542473203,1,1
13,19,122,0.07845581631712395,0,0
14,95,485,0.5444969591038651,0,1
0,99,312,0.7093208284726096,1,0
2,67,127,0.16732130400106038,1,0
15,90,170,0.7806317174255571,0,0
10,63,410,0.5837727805141116,1,0
11,16,207,0.9522217856975946,1,0
9,11,269,0.042422298206891695,1,0
15,21,56,0.26532613755546697,0,0
7,16,408,0.6015538792998241,0,1
5,9,568,0.2965599122059307,0,0
11,64,87,0.7144241640712422,1,1
7,21,133,0.759005282521931,0,1
3,89,84,0.10251596406647445,1,1
7,81,146,0.5138544642067677,0,0
17,49,409,0.5088905555910559,0,1
4,13,514,0.36928077021554107,1,1
8,63,509,0.9329248625696721,0,0
3,46,582,0.8275063198732212,1,0
16,28,147,0.6972093819096368,0,1
8,75,59,0.7143266357349976,0,0
0,35,263,0.4617161438131191,1,0
19,98,572,0.9209945210965759,1,0
12,51,435,0.6945954272532854,1,0
15,75,556,0.7289810616558164,0,1
12,6,311,0.8616909037873453,0,0
13,28,590,0.274071589342191,0,0
2,10,358,0.807070903866703,1,0
5,32,58,0.19524060295649204,1,1
17,5,83,0.34534195224488784,1,1
18,78,270,0.3356104542698427,0,0
4,31,365,0.9785254683891406,0,0
14,50,591,0.8565372237479268,1,1
1,74,269,0.7011698615902597,0,0
9,57,304,0.7270567616153901,1,0
17,86,322,0.5620727944025711,0,1
12,25,191,0.9470906671085191,0,0
4,97,373,0.49625875288236154,1,0
0,45,197,0.3805177098698945,0,1
0,97,578,0.163035336931591,0,1
17,28,552,0.786205652261058,1,0
14,3,557,0.7344439320755914,1,1
16,80,417,0.3843550385241349,0,0
10,98,423,0.02519341395922936,1,0
16,12,351,0.8389973277180107,0,0
12,38,229,0.011417983454073632,1,1
0,14,172,0.703699779629051,0,1
1,28,229,0.970257109726057,0,0
8,28,279,0.43766132814820347,1,0
2,74,409,0.23497340499595276,0,1
0,31,191,0.7048710100433817,0,1
15,1,214,0.8171281420155851,1,1
5,46,591,0.5464303160778473,1,0
16,77,565,0.9670352752561462,0,1
4,83,237,0.0516687216579611,1,1
4,21,259,0.5047955983045281,1,0
5,74,450,0.7184539473225501,0,0
2,26,542,0.862640471149179,0,0
4,66,205,0.17925561190779005,1,1
4,80,528,0.8000034817636814,1,0
9,55,79,0.5527070757185453,1,0
9,91,408,0.3965536819899632,0,0
18,92,212,0.13171502857909356,0,0
16,20,157,0.8652957589089124,0,1
13,46,481,0.15727320817971535,0,0
8,79,208,0.30978785920909924,0,1
13,58,435,0.2900455319624369,0,1
0,83,501,0.8714140341908543,0,1
18,5,151,0.672702994208898,1,0
12,18,322,0.7966813971913723,1,1
12,56,174,0.250467898792499,0,0
3,68,323,0.6248740996069989,0,0
0,2,30,0.5717459831437487,0,0
16,0,91,0.8328303767882711,1,1
7,57,590,0.9060870604812605,0,0
1,37,140,0.012156771477386807,1,0
7,14,314,0.6740199190587927,1,0
6,33,380,0.05183579911972902,1,1
1,60,393,0.5488586650773559,1,1
2,34,454,0.2876327290436782,1,1
17,63,434,0.3067765995221412,0,0
11,24,170,0.3529585034523566,0,1
0,23,187,0.6212924490496101,1,0
11,11,499,0.3340499656687692,0,0
4,17,336,0.7326990505902804,1,1
16,14,298,0.4045273855738697,1,0
15,79,582,0.06835320030995862,0,1
14,26,582,0.7837598424841072,0,0
14,71,363,0.285758324592706,0,1
4,59,37,0.43276687959926263,0,0
13,45,52,0.6854438832219015,0,0
1,88,432,0.332456157148712,1,0
10,16,186,0.056585656146715624,0,0
18,92,538,0.3739210470128136,0,0
6,52,503,0.9444485826943034,0,1
5,7,207,0.6417343972985582,1,0
1,78,586,0.6714791486672069,0,1
5,26,526,0.6322821536376398,1,1
17,45,523,0.1989921389594368,0,1
1,49,31,0.41833386410228013,0,0
17,70,121,0.7509397983633183,1,0
14,2,66,0.10137289755315915,0,0
18,92,75,0.27785277608971226,0,1
1,63,107,0.2763191084658536,1,0
19,43,153,0.432018927594506,0,0
5,52,444,0.9803687409421851,1,1
0,23,95,0.06750254668382194,1,1
14,59,597,0.518700994380595,1,1
9,2,353,0.17936468201221045,1,1
18,19,303,0.9706765454097441,1,1
16,45,580,0.1133035047274642,0,1
4,14,252,0.40360100236159124,0,0
3,24,570,0.7378849848346062,0,1
9,93,41,0.7045544280274453,1,0
16,77,400,0.42272863689393225,1,0
9,70,286,0.34652416795271823,1,0
16,16,541,0.39761237855287057,1,1
19,83,163,0.2642762631586393,0,0
4,99,392,0.2053329387067998,0,1
1,8,77,0.48303969755889,1,1
5,37,223,0.2685337560676073,1,0
1,47,385,0.2874616648972501,0,1
12,59,222,0.6567560634745571,1,0
10,62,88,0.9685373316998922,1,0
10,85,390,0.6036372005593751,1,1
15,1,67,0.07697946706496628,0,0
10,87,35,0.07558361385406698,0,0
18,71,456,0.951423220845566,1,0
14,10,75,0.29729079030733363,0,1
15,63,263,0.09206698608247543,1,0
10,76,53,0.5990445871503816,1,1
15,80,106,0.6236487782902661,0,1
7,71,563,0.6485048201186882,1,0
3,20,236,0.2674020278575413,1,0
7,17,445,0.015110684214475034,0,1
3,93,388,0.9650153694544719,1,1
2,63,187,0.2508930456911025,1,0
2,81,436,0.6760262880525475,1,0
17,94,316,0.7066298698787096,0,1
18,37,513,0.6100074170794857,1,1
18,31,277,0.3129073942136482,0,1
4,10,595,0.27109625376406576,1,1
17,44,17,0.5976682827027031,1,1
9,88,517,0.8660956336116915,1,0
5,32,485,0.9467337289233956,1,1
0,40,306,0.10590580440375763,0,1
4,7,173,0.15482861259771985,0,0
8,10,494,0.9447362587830797,1,0
11,85,81,0.7365352283347926,1,1
13,50,576,0.8829938248297731,1,1
1,87,568,0.20263263413534316,1,0
16,40,247,0.5875858711094019,1,1
13,16,113,0.7011395944174736,1,1
12,75,219,0.6801118854469727,1,0
8,45,563,0.4081516908666981,1,1
14,31,477,0.015394891691308477,0,0
14,78,463,0.5829260568042631,0,0
10,79,277,0.25310153917960876,0,0
15,53,395,0.45025424614289034,1,0
16,85,396,0.9575810150838173,1,1
3,91,268,0.3990353176424347,1,0
0,19,292,0.8398016066644267,0,1
7,32,49,0.18854060574925113,1,1
16,73,495,0.6724604980250288,0,1
2,39,229,0.9770069544389435,1,1
19,31,138,0.10189310087293679,0,1
14,96,529,0.008319942227192012,0,0
14,1,269,0.43358279263261434,0,0
13,96,375,0.0926254830513672,1,0
